SKU,txn_count,unique_price_points
BTM039-PP-XXXL,8,1
J0329-KR-L,8,3
J0353-KR-S,8,3
J0104-KR-XXL,8,2
J0329-KR-XXL,8,3
NW016-ST-SR-XXL,8,2
BTM038-PP-S,8,2
J0108-SKD-XXL,8,5
J0181-TP-L,8,1
BL006-54BLACK,8,2
SET128-KR-DH-XL,8,3
J0292-TP-S,8,3
JNE3571-KR-XL,8,3
SET302-KR-PP-XL,8,3
J0153-DR-XXL,8,2
JNE3630-KR-XL,8,5
SET302-KR-PP-XS,8,3
JNE3630-KR-XXXL,8,2
JNE3643-TP-N-L,8,1
J0297-TP-XXXL,8,2
J0111-TP-L,8,1
SET229-KR-PP-XS,8,4
JNE3727-KR-L,8,2
NW038-ST-SR-XXL,8,2
JNE3726-KR-XXXL,8,3
J0181-TP-XXXL,8,2
JNE3864-TU-XL,8,2
JNE3470-KR-M,8,2
SET055-KR-NP-L,8,4
MEN5012-KR-XXXL,8,4
SET218-KR-NP-XL,8,3
J0094-KR-XS,8,2
JNE3396-KR-XS,8,2
JNE3804-KR-XS,8,2
SET386-KR-NP-XL,8,3
J0331-KR-XL,8,2
J0176-TP-L,8,2
JNE3864-TU-XXXL,8,2
JNE3688-TU-XXL,8,1
JNE3688-TU-XL,8,2
J0345-SET-XXL,8,2
SET196-KR-NP-XXXL,8,3
SET277-KR-NP-XS,8,2
JNE3823-KR-S,8,4
SET218-KR-NP-XXXL,8,3
J0176-TP-M,8,1
SET075-KR-DH-L,8,2
SET305-KR-DPT-XS,8,2
J0334-TP-XXXL,8,3
SET318-KR-SHA-L,8,3
J0331-KR-XXL,8,2
JNE3475-KR-K-XL,8,2
SET435-KR-NP-S,8,2
NW039-TP-SR-XXL,8,3
J0333-DR-M,8,2
J0352-KR-L,8,4
JNE3687-TU-L,8,2
SET243-KR-PP-M,8,2
JNE3720-KR-S,8,2
JNE3398-KR-S,8,2
SET131-KR-NP-A-XXXL,8,1
J0103-SKD-XL,8,2
J0142-KR-XL,7,2
SET094-KR-NP-XXXL,7,2
BL003-50BLACK-B,7,2
J0162-SKD-XL,7,3
JNE3752-KR-XXXL,7,2
SET346-KR-PP-XXL,7,4
SET228-KR-PP-A-XXL,7,4
JNE3753-KR-S,7,1
J0154-DR-XL,7,1
J0162-SKD-L,7,3
NW032-ST-CP-L,7,2
SET055-KR-NP-XL,7,2
SET098-KR-PP-XXXL,7,3
JNE3766-KR-L,7,1
SET062-KR-SP-XXXL,7,4
JNE3765-KR-XS,7,3
SET087-KR-PP-M,7,2
JNE3758-KR-XXXL,7,3
J0161-DR-XL,7,1
NW027-TP-PJ-XXXL,7,1
JNE3732-KR-XL,7,3
NW032-ST-CP-XL,7,3
J0111-TP-XS,7,1
SET132-KR-NP-XL,7,3
J0098-TP-XS,7,3
SET131-KR-NP-XXL,7,1
JNE3687-TU-XXL,7,3
SET131-KR-NP-XL,7,2
JNE3687-TU-XL,7,2
J0103-SKD-S,7,3
JNE3686-TU-XXL,7,4
SET131-KR-NP-A-M,7,2
JNE3686-TU-XS,7,2
SET390-KR-NP-XL,7,3
JNE3783-KR-S,7,4
BTM039-PP-M,7,1
BTM038-PP-XXXL,7,3
JNE3724-KR-XXL,7,2
J0109-SKD-XL,7,2
JNE3774-KR-XXXL,7,1
JNE3725-KR-XXL,7,1
JNE3773-KR-XXL,7,3
SET223-KR-NP-XXL,7,1
JNE3727-KR-XXL,7,2
J0089-TP-XL,7,2
J0004-SKD-XS,7,3
PJNE2270-KR-N-4XL,7,3
JNE3707-DR-S,7,3
JNE3702-KR-XS,7,3
PJNE3423-KR-N-6XL,7,3
SET365-KR-NP-XS,7,4
SET369-KR-NP-XS,7,3
JNE3701-KR-XXL,7,2
JNE3704-KR-S,7,1
JNE3704-KR-XS,7,2
PJNE3607-KR-4XL,7,3
SET219-KR-PP-S,7,4
J0081-DR-L,7,1
J0007-SKD-XS,7,3
J0041-SET-XXXL,7,3
J0033-KR-XXXL,7,1
JNE3708-TU-XXXL,7,2
J0026-KR-S,7,1
J0085-TP-S,7,3
JNE3695-KR-M,7,3
SET359-KR-NP-S,7,2
J0088-TP-S,7,2
JNE3713-TP-N-XL,7,2
SET154-KR-NP-M,7,1
JNE3773-KR-L,7,4
JNE3652-TP-N-XS,7,2
JNE3676-TU-L,7,2
JNE3740-KR-XXL,7,2
SET043-KR-NP-S,7,2
JNE3660-TP-N-XS,7,2
SET043-KR-NP-XL,7,3
J0136-KR-XXXL,7,1
J0137-SET-L,7,3
BL104-S,7,2
JNE3658-TP-XXL,7,2
JNE3658-TP-XL,7,4
JNE3658-TP-S,7,4
SET404-KR-NP-XL,7,2
JNE3656-TP-N-XL,7,1
SET404-KR-NP-XXL,7,1
SET404-KR-NP-XXXL,7,2
JNE3744-TU-M,7,4
JNE3655-TP-XL,7,4
SET408-KR-NP-XS,7,2
SET228-KR-PP-A-S,7,3
NW032-ST-CP-XXL,7,2
JNE3748-KR-XL,7,1
JNE3748-KR-XXL,7,4
SET210-KR-PP-S,7,3
SET401-KR-NP-XS,7,2
J0131-KR-XS,7,3
JNE3670-TU-L,7,3
SET353-KR-NP-S,7,3
J0117-TP-A-XXXL,7,2
JNE3673-TU-M,7,1
J0118-TP-XS,7,2
SET352-KR-NP-XL,7,2
SET154-KR-NP-S,7,2
SET352-KR-NP-M,7,1
JNE3733-KR-XXL,7,2
JNE3670-TU-XL,7,3
SET395-KR-NP-XS,7,3
BL113-XL,7,1
JNE3735-KR-XS,7,3
J0126-SKD-XL,7,2
SET116-KR-NP-M,7,2
NW035-ST-CP-XS,7,2
J0127-SKD-XXL,7,3
NW035-ST-CP-M,7,2
J0130-SET-XS,7,3
JNE3790-KR-XS,7,3
J0130-SET-XXXL,7,2
JNE3865-TP-XS,7,4
J0212-DR-XXL,7,2
NW027-TP-PJ-S,7,1
MEN5001-KR-XXL,7,4
SET253-KR-NP-S,7,2
SET252-KR-PP-XXXL,7,2
JNE3500-KR-L,7,2
JNE3928-KR-XS,7,2
JNE3928-KR-XXL,7,2
JNE3928-KR-XXXL,7,2
J0418-TP-S,7,2
J0434-DR-L,7,2
J0415-DR-XL,7,2
J0400-DR-XL,7,3
JNE3515-KR-S,7,3
JNE3516-KR-E-S,7,3
SET251-KR-PP-XL,7,2
SET251-KR-PP-S,7,2
SET307-KR-DPT-XXL,7,2
SET307-KR-DPT-XL,7,2
J0395-DR-S,7,1
JNE1951-KR-155-L,7,2
JNE3472-KR-XS,7,3
JNE1951-KR-155-XXXL,7,2
JNE3473-KR-L,7,2
JNE1951-KR-155-M,7,1
SET257-KR-PP-XXXL,7,3
JNE3822-KR-XXXL,7,2
JNE3475-KR-K-M,7,1
SET253-KR-NP-XL,7,2
SET257-KR-PP-XL,7,3
JNE3479-KR-XS,7,3
JNE3821-KR-XXL,7,4
JNE3821-KR-S,7,3
JNE1234-MULTI-KR-032-XXXL,7,2
SET306-KR-PP-M,7,2
J0395-DR-XS,7,2
J0386-KR-XXXL,7,1
SET325-KR-NP-XXL,7,1
J0291-JS-S,7,1
SET320-KR-NP-L,7,3
JNE3566-KR-M,7,4
MEN5019-KR-S,7,2
MEN5020-KR-S,7,3
J0293-DR-XS,7,2
JNE3571-KR-S,7,4
JNE3574-KR-S,7,3
JNE3802-KR-XXXL,7,1
J0278-SET-XXXL,7,1
J0278-SET-S,7,2
J0278-SET-M,7,1
JNE3576-KR-XXXL,7,1
JNE3578-KR-M,7,1
JNE3578-KR-S,7,1
SET318-KR-SHA-XL,7,3
JNE3562-KR-L,7,2
JNE3813-KR-XXL,7,2
J0369-SKD-L,7,1
J0385-KR-XS,7,1
JNE3811-KR-M,7,3
SET316-KR-DPT-XXL,7,3
J0372-SKD-XXXL,7,1
J0372-SKD-S,7,1
J0370-SKD-XL,7,2
JNE3549-KR-L,7,3
MEN5014-KR-S,7,3
J0351-SET-XS,7,3
JNE3806-KR-S,7,3
J0350-SET-XXL,7,2
J0347-SET-XXXL,7,3
MEN5013-KR-S,7,3
J0336-TP-XS,7,3
JNE3472-KR-S,7,2
SET305-KR-DPT-XL,7,2
JNE3471-KR-L,7,3
JNE3288-KR-XL,7,2
JNE3862-TU-S,7,1
JNE3359-KR-XXL,7,2
JNE3313-KR-A-L,7,1
JNE3311-KR-S,7,2
JNE3311-KR-L,7,1
JNE3288-KR-XXXL,7,4
JNE3288-KR-M,7,3
JNE3364-KR-1051-XXXL,7,3
SET289-KR-NP-M,7,3
JNE3435-KR-XXL,7,1
JNE3856-KR-M,7,2
SET192-KR-NP-M,7,2
JNE3270-KR-XXXL,7,3
JNE3439-KR-XS,7,2
JNE3862-TU-XL,7,3
JNE3878-KR-S,7,1
JNE3470-KR-XXXL,7,3
JNE3400-KR-XXL,7,3
JNE3866-KR-L,7,3
SET276-KR-PP-XXL,7,1
JNE3866-KR-M,7,4
JNE3407-KR-XL,7,2
JNE3401-KR-XS,7,2
JNE3408-KR-XS,7,2
JNE3408-KR-XXXL,7,1
JNE3421-KR-XL,7,3
SET276-KR-PP-L,7,2
SET195-KR-NP-A-L,7,2
JNE3389-KR-S,7,2
JNE3421-KR-M,7,3
SET193-KR-NP-A-XL,7,2
JNE3875-KR-XXL,7,2
SET188-KR-NP-XL,7,3
SET188-KR-NP-S,7,4
JNE3255-KR-S,7,1
SET303-KR-NP-XXL,7,1
JNE3834-KR-XS,7,2
JNE3902-KR-XXL,7,1
JNE3902-KR-XXXL,7,2
SET303-KR-NP-M,7,2
SET303-KR-NP-XS,7,1
JNE3834-KR-XL,7,1
JNE3905-DR-S,7,3
SET267-KR-NP-XXXL,7,1
JNE2049-KR-351-XXL,7,2
JNE2049-KR-351-L,7,1
JNE3833-KR-XXXL,7,2
JNE2009-KR-310-XS,7,2
JNE2009-KR-310-XL,7,2
JNE1977-KR-237-XL,7,2
JNE2199-KR-411-A-XS,7,1
JNE3835-KR-L,7,2
JNE3456-KR-XL,7,1
SET299-KR-PP-XXXL,7,2
SET185-KR-NP-L,7,3
JNE3454-KR-M,7,3
JNE3452-KR-M,7,3
JNE3451-KR-XXL,7,3
JNE3451-KR-XL,7,2
JNE3894-TP-XXXL,7,2
JNE3449-KR-M,7,4
JNE3030-KR-XL,7,1
JNE3894-TP-L,7,3
JNE3068-KR-A-S,7,1
JNE3445-KR-L,7,2
SET266-KR-NP-XXXL,7,2
SET267-KR-NP-L,7,2
MEN5027-KR-S,7,2
SET270-KR-PP-L,7,2
J0245-SKD-S,7,3
NW004-TP-PJ-S,7,3
JNE3602-KR-XL,7,2
JNE3621-KR-L,7,3
NW009-ST-CP-XL,7,2
J0231-SKD-XXL,7,4
J0232-SKD-XL,7,3
J0245-SKD-M,7,2
NW007-ST-CP-XXXL,7,4
J0178-TP-XXXL,7,1
JNE3610-KR-XL,7,2
NW015-TP-PJ-XL,7,1
SET158-KR-PP-M,7,2
NW009-ST-CP-M,7,1
J0203-TP-XS,7,1
J0181-TP-XS,7,2
JNE3630-KR-XXL,7,2
SET332-KR-PP-XXL,7,2
J0237-SKD-XXXL,7,2
J0186-SET-L,7,2
JNE3629-KR-XL,7,3
SET230-KR-PP-XL,7,2
NW002-TP-PJ-XL,7,3
J0210-DR-XXXL,7,2
JNE3623-KR-XXXL,7,2
J0249-SKD-XL,7,3
J0231-SKD-L,7,5
NW009-ST-CP-XXXL,7,2
JNE3608-KR-XS,7,2
J0207-DR-S,7,3
J0245-SKD-XXXL,7,3
J0196-TP-XL,7,3
JNE3602-KR-L,7,1
J0167-KR-S,7,2
JNE3653-TP-N-XL,6,1
J0202-TP-XXL,6,3
JNE3727-KR-XXXL,6,3
JNE3728-KR-XL,6,3
JNE3651-TP-N-S,6,2
JNE3836-KR-XS,6,3
J0199-SET-XXL,6,2
JNE2205-KR-467-A-XS,6,1
JNE3771-KR-XS,6,2
SET014-KR-PP-L,6,4
JNE3895-TP-XXL,6,3
SET186-KR-DH-XXL,6,2
JNE2132-KR-398-XXL,6,2
SET201-KR-NP-A-XXXL,6,4
JNE2294-KR-A-L,6,1
SET300-KR-NP-XXL,6,3
JNE3733-KR-L,6,2
JNE2291-KR-602-XL,6,2
JNE3769-KR-XXXL,6,2
SET210-KR-PP-XXXL,6,1
JNE3732-KR-M,6,2
J0197-TP-S,6,1
SET128-KR-DH-XS,6,4
JNE3730-KR-XS,6,2
JNE3769-KR-XS,6,1
SET014-KR-PP-XS,6,3
JNE3769-KR-XL,6,3
SET014-KR-PP-S,6,3
JNE3835-KR-XXL,6,3
SET299-KR-PP-S,6,3
JNE3457-KR-L,6,2
JNE3734-KR-S,6,3
J0250-SKD-XL,6,3
SET130-KR-NP-L,6,2
SET303-KR-NP-L,6,2
J0203-TP-L,6,2
J0204-TP-XS,6,2
JNE3471-KR-S,6,2
JNE3825-KR-S,6,4
SET131-KR-NP-L,6,2
SAR152,6,2
SET218-KR-NP-S,6,2
JNE3823-KR-XXL,6,3
BTM045-PP-XL,6,2
JNE3616-KR-L,6,3
SET385-KR-NP-XS,6,2
SET228-KR-PP-A-L,6,3
SAR137,6,3
J0205-TP-XS,6,2
JNE3615-KR-XL,6,3
JNE3776-KR-XS,6,3
JNE3615-KR-S,6,3
SET131-KR-NP-XXXL,6,1
JNE3615-KR-L,6,2
JNE1525-KR-UDF19-A-XS,6,2
JNE3909-KR-M,6,2
SET132-KR-NP-XXXL,6,2
SET131-KR-NP-A-S,6,2
JNE3655-TP-XXL,6,2
BTM042-PP-L,6,2
NW008-ST-CP-S,6,3
SET128-KR-DH-XXXL,6,3
J0203-TP-M,6,1
JNE3773-KR-XL,6,3
J0196-TP-M,6,3
SET201-KR-NP-A-XS,6,2
NW008-ST-CP-XL,6,3
JNE3774-KR-S,6,2
JNE3834-KR-S,6,3
SET262-KR-NP-M,6,2
JNE3466-KR-S,6,2
SET182-KR-DH-XXL,6,3
JNE3834-KR-L,6,3
SET260-KR-PP-S,6,2
JNE3617-KR-XXXL,6,2
BTM039-PP-S,6,1
JNE1998-KR-311-L,6,2
J0204-TP-M,6,2
JNE3775-KR-XS,6,2
JNE3470-KR-XL,6,3
SET390-KR-NP-M,6,3
J0144-SET-XXL,6,2
NW031-TP-PJ-XS,6,2
JNE3623-KR-M,6,1
JNE3894-TP-S,6,3
JNE3391-KR-XXXL,6,2
SET273-KR-NP-XXXL,6,1
JNE3635-KR-XXXL,6,3
JNE3635-KR-M,6,2
SET194-KR-NP-L,6,2
SET062-KR-SP-XXL,6,2
JNE3875-KR-L,6,2
J0175-KR-M,6,2
JNE3642-TP-XL,6,3
SET273-KR-NP-L,6,2
JNE3369-KR-L,6,4
SET414-KR-NP-XXL,6,2
JNE3425-KR-L,6,3
SET272-KR-PP-M,6,2
JNE3862-TU-M,6,4
JNE3427-KR-XL,6,2
JNE3348-KR-XXL,6,4
BL041-65RED-A,6,2
SET414-KR-NP-L,6,3
SET285-KR-SHA-XL,6,2
SET410-KR-NP-XXXL,6,2
JNE3757-KR-XS,6,1
JNE3636-KR-XS,6,2
SET100-KR-PP-XL,6,2
JNE3407-KR-XS,6,2
JNE3404-KR-L,6,2
JNE3762-KR-L,6,2
NW024-TP-PJ-XS,6,3
SET444-KR-SH-XS,6,2
JNE3761-KR-XS,6,4
SET156-KR-NP-XXXL,6,2
JNE3403-KR-S,6,2
JNE3637-KR-XXXL,6,2
JNE3637-KR-XXL,6,3
JNE3403-KR-L,6,2
SET435-KR-NP-XXL,6,2
JNE3760-KR-XL,6,2
JNE3760-KR-S,6,1
JNE3760-KR-M,6,1
JNE3760-KR-L,6,1
JNE3759-KR-XXL,6,3
JNE3763-KR-XS,6,3
SET276-KR-PP-M,6,1
JNE3763-KR-XXL,6,4
SET085-KR-PT-XS,6,3
JNE3749-KR-M,6,2
JNE3643-TP-N-XS,6,2
JNE3434-KR-S,6,2
NW031-TP-PJ-S,6,3
SET403-KR-NP-L,6,2
JNE3741-KR-XS,6,3
JNE3255-KR-XL,6,1
SET232-KR-PP-XL,6,2
SET267-KR-NP-M,6,2
JNE3443-KR-L,6,3
J0189-TP-XXXL,6,3
SET402-KR-NP-XS,6,2
JNE3252-KR-M,6,3
SET266-KR-NP-XL,6,3
J0147-SET-XXXL,6,3
BL109-XXL,6,2
SET038-KR-PP-S,6,2
JNE3480-KR-M,6,2
JNE3065-KR-XXL,6,1
JNE3042-KR-XXXL,6,2
SET295-KR-NP-L,6,3
JNE3447-KR-L,6,2
SET266-KR-NP-L,6,3
JNE3736-KR-XXXL,6,3
SET232-KR-PP-S,6,3
JNE3256-KR-L,6,2
JNE3434-KR-XS,6,2
JNE3888-KR-L,6,1
JNE3644-TP-N-S,6,2
JNE3745-KR-XXXL,6,3
J0184-KR-XS,6,3
SET053-KR-NP-L,6,2
JNE3745-KR-XL,6,2
J0185-DR-XS,6,2
SET346-KR-PP-M,6,2
NW013-ST-SR-XS,6,4
JNE3744-TU-XXL,6,1
J0187-KR-S,6,3
JNE3625-DR-XXXL,6,4
BL098-S,6,2
SET048-KR-NP-XL,6,1
JNE3270-KR-XXL,6,1
JNE3270-KR-XL,6,1
JNE3270-KR-S,6,1
JNE3270-KR-L,6,1
SET404-KR-NP-S,6,2
JNE3256-KR-XXL,6,1
SET404-KR-NP-L,6,2
JNE3658-TP-XS,6,3
PSET043-KR-NP-6XL,6,3
J0207-DR-XS,6,2
J0130-SET-XXL,6,2
JNE3811-KR-XXXL,6,3
J0109-SKD-XXL,6,3
JNE3531-KR-XXXL,6,2
PJNE3363-KR-N-4XL,6,2
J0083-KR-S,6,2
J0083-KR-XXL,6,3
SET248-KR-NP-XL,6,2
SET248-KR-NP-L,6,1
J0087-TP-M,6,1
JNE3603-KR-S,6,2
JNE3777-KR-XXL,6,2
J0381-SKD-XXL,6,3
J0109-SKD-L,6,3
JNE3780-KR-XXXL,6,1
J0305-DR-XXL,6,3
JNE3537-KR-XS,6,3
PJNE2270-KR-N-6XL,6,2
J0380-SKD-XXXL,6,3
JNE3698-KR-L,6,3
J0299-KR-XXXL,6,2
J0397-DR-XXL,6,2
J0395-DR-M,6,2
J0224-SKD-XXXL,6,2
J0131-KR-XXXL,6,1
JNE3610-KR-M,6,3
PJNE3404-KR-N-6XL,6,2
SET236-KR-PP-XXL,6,3
JNE3571-KR-L,6,1
PJNE3404-KR-N-4XL,6,3
J0077-SKD-M,6,3
J0395-DR-L,6,1
J0299-KR-XS,6,1
J0390-TP-XXXL,6,2
J0111-TP-S,6,1
SET249-KR-NP-XS,6,2
J0294-TP-S,6,1
J0228-SKD-XXL,6,4
J0298-DR-XS,6,3
J0299-KR-M,6,1
JNE3531-KR-S,6,2
J0375-SKD-XXXL,6,2
MEN5010-KR-XXL,6,4
J0231-SKD-S,6,3
MEN5031-KR-S,6,3
PJ0096-KR-N-4XL,6,3
J0105-KR-XXXL,6,2
J0105-KR-XXL,6,1
SET243-KR-PP-XL,6,2
J0333-DR-S,6,2
JNE3559-KR-XXXL,6,2
J0238-LCD-XL,6,4
SET318-KR-SHA-S,6,2
JNE3562-KR-S,6,2
J0374-KR-L,6,1
JNE3782-KR-S,6,3
J0329-KR-XS,6,3
NW039-TP-SR-XS,6,2
J0329-KR-S,6,2
SET318-KR-SHA-XS,6,2
JNE3668-TP-N-S,6,2
J0242-SKD-L,6,3
J0105-KR-S,6,1
J0348-SET-XXXL,6,2
J0106-KR-L,6,3
J0350-SET-L,6,3
JNE3553-KR-XL,6,2
JNE3565-KR-XS,6,2
J0089-TP-XXXL,6,2
J0090-TP-M,6,2
JNE3790-KR-S,6,3
J0372-SKD-XS,6,2
JNE3680-TU-S,6,1
J0310-TP-XL,6,2
J0129-SET-XS,6,2
J0092-SET-XS,6,3
SET245-KR-NP-S,6,2
J0237-SKD-L,6,3
J0098-TP-L,6,2
J0351-SET-M,6,3
JNE3564-KR-S,6,2
J0350-SET-XXXL,6,2
J0098-TP-XXXL,6,1
J0237-SKD-XL,6,2
J0397-DR-S,6,2
J0292-TP-XXL,6,2
J0398-DR-M,6,2
SET376-KR-NP-XL,6,1
JNE3819-KR-M,6,3
J0014-LCD-XL,6,3
SET138-KR-PP-XS,6,2
SAR062,6,3
JNE3819-KR-L,6,2
JNE3786-KR-L,6,4
NW033-ST-CP-XS,6,2
J0247-SKD-XXXL,6,2
MEN5026-KR-S,6,1
JNE3576-KR-XS,6,1
JNE3577-KR-M,6,2
J0252-SKD-XS,6,2
J0029-KR-S,6,1
J0208-DR-XXXL,6,2
JNE3601-KR-S,6,2
SET307-KR-DPT-XS,6,2
J0033-KR-XXL,6,2
SET366-KR-NP-XL,6,3
J0209-DR-S,6,3
J0136-KR-XXL,6,1
J0252-SKD-L,6,2
J0208-DR-S,6,3
SET308-KR-PP-M,6,1
J0123-TP-XL,6,1
JNE3715-KR-L,6,2
J0250-SKD-XXL,6,3
JNE3821-KR-XS,6,3
J0137-SET-XXL,6,2
JNE3910-KR-L,6,2
JNE3581-KR-L,6,1
J0248-KR-DPT-S,6,3
JNE1408-GREY-KR-UDF19-M,6,2
SET154-KR-NP-XXL,6,2
JNE3482-KR-XS,6,2
JNE3577-KR-XL,6,2
JNE1234-MULTI-KR-032-XS,6,1
JNE3820-KR-XL,6,3
JNE3578-KR-L,6,2
JNE3577-KR-XXXL,6,1
SET239-KR-NP-M,6,2
JNE3483-KR-XXXL,6,2
JNE3777-KR-XXXL,6,3
SET306-KR-PP-L,6,4
JNE09210-PINK-SR-JP8101RNV,6,2
JNE3928-KR-M,6,2
JNE3783-KR-M,6,3
J0431-DR-S,6,2
JNE3661-TP-XXL,6,2
J0245-SKD-XXL,6,4
PSET043-KR-NP-5XL,6,3
JNE3675-TU-XS,6,3
J0210-DR-XS,6,3
JNE3661-TP-XL,6,3
J0112-TP-M,6,4
SET147-KR-NP-XXXL,6,2
J0419-TP-L,6,2
JNE3571-KR-M,6,2
J0431-DR-L,6,1
JNE3778-KR-XS,6,2
J0211-DR-L,6,2
MEN5001-KR-XXXL,6,3
J0212-DR-S,6,2
JNE3504-KR-M,6,4
J0414-DR-XXL,6,2
J0414-DR-L,6,3
MEN5003-KR-S,6,3
JNE3491-KR-XXL,6,1
J0210-DR-M,6,3
J0038-DR-XS,6,1
NW033-ST-CP-XXXL,6,3
JNE3573-KR-XXL,6,2
J0210-DR-L,6,2
JNE3602-KR-M,6,1
JNE3708-TU-M,6,3
J0284-SKD-M,6,2
J0034-SET-XXL,6,1
J0112-TP-XXL,6,2
J0036-TP-XS,6,2
JNE3880-DR-XXL,5,2
SET158-KR-PP-XS,5,1
NW038-ST-SR-L,5,2
SET062-KR-SP-L,5,2
JNE3880-DR-XS,5,3
SET193-KR-NP-A-S,5,3
NW024-TP-PJ-M,5,3
JNE3879-DR-S,5,3
JNE3766-KR-XL,5,1
MEN5019-KR-L,5,2
NW022-TP-PJ-XXXL,5,2
SET194-KR-NP-XXXL,5,2
SET075-KR-DH-S,5,1
JNE3863-TU-XS,5,1
JNE3765-KR-M,5,2
NW014-ST-SR-XS,5,1
SET094-KR-NP-L,5,2
SET100-KR-PP-XXXL,5,3
SET156-KR-NP-S,5,2
NW035-ST-CP-XXL,5,2
SET193-KR-NP-A-XXL,5,1
SET055-KR-NP-XXXL,5,2
JNE3866-KR-XXL,5,2
MEN5030-KR-XXL,5,3
JNE3811-KR-S,5,2
JNE3881-DR-M,5,2
JNE3774-KR-M,5,2
SET004-KR-SP-A-S,5,2
JNE3792-KR-L,5,1
SET004-KR-SP-M,5,3
NW008-ST-CP-M,5,2
JNE3818-KR-XS,5,2
JNE3792-KR-S,5,2
PSET058-KR-NP-4XL,5,2
JNE3769-KR-XXL,5,1
NW024-TP-PJ-XXXL,5,3
JNE3903-KR-XXL,5,3
PJNE3445-KR-N-5XL,5,2
SET152-KR-NP-XS,5,1
JNE3902-KR-XL,5,2
NW032-ST-CP-M,5,2
SET130-KR-NP-XL,5,3
JNE3928-KR-L,5,1
SET131-KR-NP-A-L,5,2
NW007-ST-CP-XXL,5,2
SAR048,5,2
SET131-KR-NP-A-XL,5,2
SET172-KR-PP-B-S,5,3
JNE3819-KR-XXXL,5,2
NW036-ST-SR-M,5,1
NW006-ST-SR-S,5,3
JNE3823-KR-XS,5,2
JNE3908-KR-M,5,2
JNE3791-DR-XS,5,1
JNE3776-KR-XXL,5,3
JNE3777-KR-L,5,2
SET132-KR-NP-S,5,3
SET138-KR-PP-L,5,3
SET014-KR-PP-XXXL,5,2
JNE3835-KR-XS,5,3
JNE3860-DR-S,5,2
JNE3789-KR-M,5,4
NW031-TP-PJ-L,5,2
JNE3796-KR-XXL,5,1
NW035-ST-CP-L,5,3
SET043-KR-NP-XXXL,5,2
MEN5011-KR-XXXL,5,2
SET188-KR-NP-XS,5,3
NW013-ST-SR-XL,5,3
SET198-KR-NP-A-L,5,2
JNE3888-KR-M,5,1
SET199-KR-NP-XXL,5,3
JNE3804-KR-XXXL,5,3
NW035-ST-CP-S,5,4
SET053-KR-NP-XXL,5,2
JNE3886-KR-L,5,2
JNE3768-KR-L,5,1
MEN5010-KR-L,5,1
SET038-KR-PP-XS,5,3
SET038-KR-PP-M,5,2
JNE3893-TP-L,5,2
JNE3780-KR-L,5,2
JNE3811-KR-XS,5,3
SET037-KR-NP-S,5,3
SET186-KR-DH-XXXL,5,3
SET116-KR-NP-XL,5,1
JNE3779-KR-XXXL,5,2
SET198-KR-NP-A-XXL,5,2
JNE3896-KR-XXXL,5,2
JNE3813-KR-S,5,3
JNE3769-KR-L,5,1
SET198-KR-NP-A-XS,5,2
JNE3816-KR-XL,5,2
SET155-KR-PP-XS,5,1
JNE3621-KR-M,5,2
J0136-KR-S,5,2
J0102-SKD-XL,5,2
J0179-KR-XS,5,2
JNE3453-KR-S,5,1
J0176-TP-XXXL,5,1
JNE3622-KR-S,5,2
SET308-KR-PP-L,5,2
J0176-TP-S,5,1
J0434-DR-XXL,5,2
J0173-DR-XS,5,2
SET307-KR-DPT-S,5,2
JNE3625-DR-L,5,2
J0171-DR-XXL,5,2
JNE3446-KR-XS,5,1
J0163-SKD-S,5,3
J0162-SKD-S,5,4
JNE1408-KR-UDF19-A-S,5,3
SET230-KR-PP-L,5,2
JNE3445-KR-XXXL,5,1
SET236-KR-PP-M,5,3
SET338-KR-NP-XL,5,2
JNE3616-KR-XXL,5,3
JNE3608-KR-S,5,2
J0203-TP-S,5,2
JNE3466-KR-XXXL,5,2
JNE3602-KR-S,5,3
JNE3605-KR-S,5,2
SET313-KR-NP-L,5,2
J0418-TP-L,5,2
JNE3607-KR-S,5,2
J0185-DR-XXL,5,1
J0181-TP-S,5,1
SET263-KR-NP-XS,5,3
JNE3610-KR-XS,5,2
J0184-KR-XXXL,5,4
JNE3610-KR-XXXL,5,3
SET337-KR-NP-S,5,1
J0419-TP-S,5,2
J0181-TP-XL,5,1
JNE1525-KR-UDF19-A-M,5,2
JNE3635-KR-XS,5,2
J0161-DR-XXL,5,2
JNE3667-TP-M,5,1
J0134-SET-XXXL,5,3
J0131-KR-S,5,2
J0130-SET-S,5,2
J0129-SET-S,5,2
J0127-SKD-XXXL,5,1
J0126-SKD-XS,5,2
J0126-SKD-S,5,3
JNE2009-KR-310-S,5,3
JNE3435-KR-S,5,1
JNE2032-KR-205-XS,5,2
JNE2100-KR-144-XS,5,3
J0112-TP-XS,5,3
SET270-KR-PP-XL,5,2
J0108-SKD-XS,5,2
J0108-SKD-S,5,3
J0103-SKD-XS,5,2
J0137-SET-XXXL,5,2
SET227-KR-PP-A-XXL,5,3
JNE3443-KR-XXXL,5,2
JNE3438-KR-L,5,1
J0159-DR-XS,5,2
JNE3642-TP-S,5,2
J0159-DR-L,5,3
JNE3438-KR-XXXL,5,2
JNE3438-KR-XXL,5,1
J0150-KR-M,5,2
JNE1977-KR-237-S,5,2
JNE3654-TP-S,5,2
JNE3659-TP-N-S,5,1
